1.55945,-0.138501
3.89093,-0.134166
6.86352,0.416817
9.07733,0.593211
11.5756,1.6669
13.5921,2.31191
16.6456,2.903
19.0106,3.70555
21.3312,4.73205
24.0787,5.56967
26.6052,6.96102
29.5864,8.08789
31.9416,9.88017
34.6157,10.6988
37.1404,12.0883
40.3285,13.4666
42.7664,14.8294
45.3572,16.5524
48.1541,17.2835
50.6228,19.0721
53.7268,19.8982
56.0322,21.0923
58.6632,21.7821
60.8722,22.7876
63.3821,23.4069
66.3403,23.9959
68.262,24.3582
70.8275,24.8844
72.8923,24.7135
75.0021,25.2595
77.1225,24.9297
79.1089,25.0369
80.8074,24.8688
82.6216,24.6393
84.1733,24.5504
85.6378,23.808
86.9449,23.527
88.8227,22.7869
89.4967,22.3082
90.5133,21.6677
91.7178,21.1152
92.8599,20.9537
93.4668,20.2155
95.3229,19.6585
95.5039,19.6984
96.2641,19.1597
97.5286,18.727
98.2105,18.3739
99.0363,17.357
99.9969,16.9882
101.204,16.5368
102.387,16.3992
103.003,15.353
104.114,15.2708
105.541,14.4412
106.831,14.0482
108.084,13.6604
109.534,13.5714
111.063,12.5814
112.913,12.4877
114.801,12.5506
116.687,12.1035
118.953,12.0009
120.695,12.2918
123.568,12.8297
124.894,12.7743
127.853,13.3273
129.947,13.6963
132.092,14.507
135.074,15.0475
137.561,16.2147
140.331,17.008
142.888,17.9918
145.392,19.1617
148.251,20.4754
150.686,22.1142
153.422,23.4909
156.047,24.8084
158.905,26.0308
161.412,27.4256
163.625,28.7683
166.828,30.2062
169.097,31.3717
172.175,32.3404
174.643,33.4625
177.03,34.2009
180.145,35.1423
182.599,35.753
184.732,36.5155
186.946,36.9404
189.465,37.4052
191.735,37.5631
193.471,37.2789
195.991,37.3991
197.725,37.7285
199.294,37.2862
201.549,36.9973
202.962,36.4568
203.991,36.1967
