-1555.07,59505.3
1641.39,-20440.9
-5236.85,146643
21242.9,-123345
-265.769,354372
158488,-439863
126614,957774
1.02024e+06,-1.21859e+06
863685,2.38951e+06
2.5143e+06,-2.21577e+06
1.87727e+06,3.88085e+06
3.16099e+06,-2.49834e+06
2.01987e+06,4.1343e+06
3.13478e+06,-2.45257e+06
1.9227e+06,4.26825e+06
3.30685e+06,-2.36277e+06
1.68175e+06,4.27507e+06
3.52375e+06,-2.33754e+06
1.70597e+06,4.2032e+06
3.3991e+06,-2.27851e+06
1.69272e+06,4.17928e+06
3.40858e+06,-2.1939e+06
1.49703e+06,4.10465e+06
3.60075e+06,-2.15292e+06
1.46439e+06,3.96155e+06
3.61501e+06,-2.04024e+06
1.24822e+06,3.78679e+06
3.8159e+06,-1.99974e+06
1.25515e+06,3.6242e+06
3.7019e+06,-1.99182e+06
1.42687e+06,3.49528e+06
3.4379e+06,-2.0198e+06
1.58982e+06,3.47661e+06
3.36624e+06,-2.00833e+06
1.52201e+06,3.36728e+06
3.483e+06,-1.98674e+06
1.53912e+06,3.23743e+06
3.39564e+06,-1.99598e+06
1.67597e+06,3.17315e+06
3.22118e+06,-2.03681e+06
1.76469e+06,3.15601e+06
3.2054e+06,-2.06104e+06
1.77475e+06,3.10555e+06
3.27622e+06,-2.04e+06
1.66913e+06,3.01185e+06
3.35204e+06,-2.06436e+06
1.60878e+06,2.97727e+06
3.44603e+06,-2.06888e+06
1.49497e+06,2.90361e+06
3.53418e+06,-2.0746e+06
1.45154e+06,2.8356e+06
3.48808e+06,-2.1292e+06
1.46991e+06,2.83932e+06
3.4271e+06,-2.23863e+06
1.58678e+06,2.90318e+06
3.28314e+06,-2.36393e+06
1.68894e+06,2.98815e+06
3.32074e+06,-2.44702e+06
1.70247e+06,3.02259e+06
3.26718e+06,-2.56966e+06
1.83164e+06,3.09266e+06
3.08104e+06,-2.70916e+06
2.05187e+06,3.24775e+06
3.05125e+06,-2.77197e+06
2.0925e+06,3.33475e+06
3.00934e+06,-2.90966e+06
2.27845e+06,3.47218e+06
3.03013e+06,-2.87161e+06
2.16927e+06,3.47504e+06
3.07392e+06,-2.88545e+06
2.12475e+06,3.61282e+06
3.21742e+06,-2.96878e+06
2.20004e+06,3.66205e+06
3.11799e+06,-2.94789e+06
2.30484e+06,3.69582e+06
2.9935e+06,-2.94931e+06
2.43738e+06,3.78696e+06
2.98557e+06,-2.80642e+06
2.15054e+06,3.80715e+06
3.27336e+06,-2.77311e+06
2.00358e+06,3.72599e+06
3.29718e+06,-2.77722e+06
2.04084e+06,3.77167e+06
3.24795e+06,-2.75297e+06
2.10082e+06,3.73291e+06
3.17563e+06,-2.6497e+06
2.048e+06,3.68048e+06
3.19148e+06,-2.62592e+06
2.09876e+06,3.6004e+06
3.02305e+06,-2.61817e+06
2.19488e+06,3.60619e+06
3.01394e+06,-2.53534e+06
2.13918e+06,3.49921e+06
3.0468e+06,-2.44541e+06
1.98239e+06,3.40029e+06
3.18376e+06,-2.37564e+06
1.9205e+06,3.27093e+06
3.21763e+06,-2.29611e+06
