0,0
-0.000414214,-0.784398
1.52512,-0.152714
1.80002,0.0101923
3.84835,-0.13133
4.18134,0.184638
6.8089,0.411649
6.46919,0.475952
9.02423,0.590857
8.91199,0.87095
11.5213,1.65053
11.4521,1.45122
13.5485,2.29465
13.6481,2.04361
16.5845,2.88588
16.3066,2.84874
18.9554,3.68887
19.3339,3.83789
21.2903,4.71517
21.5925,4.75421
24.0279,5.55392
24.5332,5.82794
26.5625,6.94046
26.541,6.91402
29.524,8.06563
29.4946,8.16388
31.8904,9.8503
31.7647,9.64824
34.5574,10.6783
35.0406,10.9016
37.0967,12.0671
37.4791,12.2324
40.2699,13.4433
39.9801,13.4649
42.7088,14.8042
42.6221,14.8546
45.2999,16.5225
45.5963,16.5887
48.1026,17.2678
48.0117,17.3349
50.5677,19.042
50.5188,18.9503
53.6621,19.8772
53.546,19.8432
55.9808,21.0691
55.867,21.0163
58.607,21.7645
58.6339,21.8255
60.8263,22.769
60.7452,22.7162
63.3292,23.3907
63.7607,23.5896
66.2892,23.9837
65.9441,23.8808
68.2158,24.3458
68.6613,24.5217
70.7845,24.874
70.7004,24.8133
72.8499,24.7091
73.113,24.8383
74.9642,25.2492
74.9474,25.2258
77.0808,24.9279
77.2132,25.0218
79.0718,25.032
79.1427,25.0413
80.7752,24.8669
81.0886,24.9481
82.5922,24.6395
82.5579,24.6553
84.1418,24.5479
84.2229,24.5382
85.6116,23.8138
85.9124,23.8771
86.9253,23.5291
87.5204,23.665
88.7988,22.7949
88.4987,22.748
89.4778,22.3115
89.7756,22.3962
90.5001,21.6751
90.8766,21.8049
91.7024,21.122
92.0793,21.2455
92.8449,20.9558
93.2817,21.0553
93.4647,20.2253
93.7572,20.3129
95.2928,19.6635
94.6214,19.5664
95.486,19.6953
95.5771,19.6994
96.2512,19.165
96.4789,19.1726
97.5084,18.7305
97.4477,18.6611
98.1956,18.3761
98.36,18.3799
99.0243,17.3681
98.9728,17.353
99.9768,16.991
100.387,17.0489
101.188,16.5417
101.157,16.5267
102.362,16.399
102.038,16.2976
102.985,15.3628
102.767,15.3104
104.087,15.2696
103.864,15.1921
105.508,14.4479
105.286,14.3792
106.8,14.0502
106.494,14.0316
108.052,13.6629
108.126,13.6735
109.506,13.571
109.357,13.5182
111.03,12.5904
111.424,12.6621
112.883,12.4883
112.836,12.5113
114.761,12.5482
114.882,12.5421
116.651,12.1069
116.848,12.1229
118.91,12.0004
118.89,12.0288
120.658,12.2872
120.901,12.303
123.514,12.8212
123.171,12.7849
124.859,12.7728
125.349,12.8347
127.802,13.3193
127.518,13.281
129.898,13.6893
130.303,13.7347
132.055,14.4965
132.397,14.5223
135.019,15.0388
135.081,15.023
137.509,16.1986
137.672,16.2347
140.277,16.9964
140.359,17.0353
142.836,17.9782
142.664,17.9665
145.335,19.1449
145.772,19.2112
148.199,20.458
148.209,20.4826
150.634,22.0925
150.613,22.0766
153.364,23.471
153.383,23.4479
155.991,24.7892
156.045,24.8097
158.846,26.0127
159.021,26.048
161.362,27.4063
161.575,27.459
163.582,28.7501
164.144,28.8675
166.772,30.1867
166.678,30.1518
169.047,31.3538
169.211,31.3583
172.114,32.3242
172.188,32.3501
174.592,33.4456
174.565,33.4575
176.979,34.1882
177.129,34.2041
180.083,35.1263
179.663,35.0592
182.539,35.74
182.191,35.6915
184.68,36.5016
184.756,36.5046
186.902,36.9316
187.252,36.9986
189.42,37.3966
189.627,37.4224
191.693,37.5578
191.61,37.5287
193.434,37.2786
193.566,37.3073
195.943,37.3939
195.571,37.3279
197.681,37.7203
197.525,37.6797
199.259,37.2877
199.356,37.307
201.506,36.9972
201.071,36.9326
202.925,36.4592
202.804,36.459
203.967,36.1978
203.841,36.1787
